Player,Country,Date_of_birth,Hand,Total_wins,Wins_percent,AVG_rank,VAR_rank,Clay_wins,Clay_wins_percent,Grass_wins,Grass_wins_percent,Hard_wins,Hard_wins_percent,Carpet_wins,Carpet_wins_percent,International_nmatches,Grand Slam_nmatches,International Gold_nmatches,Masters_nmatches,ATP250_nmatches,ATP500_nmatches,Masters 1000_nmatches,Masters Cup_nmatches,International Gold_nwins,ATP250_nwins,ATP500_nwins,Grand Slam_nwins,International_nwins,Masters_nwins,Masters 1000_nwins,Masters Cup_nwins
Rochus C.,BEL,1978-12-15,R,108,35.40983606557377,89.65573770491804,7427.042277825712,63,43.75,3,12,38,31.666666666666664,4,25,157,46,25,34,28,7,8,NA,7,8,2,15,62,13,1,0
Delgado J.,GBR,1977-03-21,R,9,25,215.69444444444446,9557.703968253969,0,0,6,28.57142857142857,3,21.428571428571427,0,NA,21,11,3,1,NA,NA,NA,NA,0,0,0,2,7,0,0,0
Spottl M.,AUT,1975-11-23,R,0,0,196.5,24.5,0,0,0,NA,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hantschk M.,GER,1977-11-19,R,23,39.6551724137931,104.34482758620689,750.4053236539625,14,46.666666666666664,1,25,8,33.33333333333333,0,NA,42,5,10,1,NA,NA,NA,NA,3,0,0,1,19,0,0,0
Kroslak J.,SVK,1974-10-17,R,6,33.33333333333333,147.55555555555554,3041.673202614379,1,25,0,NA,5,38.46153846153847,0,0,14,2,1,1,NA,NA,NA,NA,0,0,0,1,5,0,0,0
Ketola T.,FIN,1975-02-21,R,6,31.57894736842105,194.10526315789474,1628.5438596491229,0,NA,1,25,4,33.33333333333333,1,33.33333333333333,14,4,NA,1,NA,NA,NA,NA,0,0,0,1,5,0,0,0
Zib T.,CZE,1976-01-31,R,36,28.799999999999997,108.56,1539.0870967741935,12,26.666666666666668,6,37.5,17,29.82456140350877,1,14.285714285714285,66,18,34,7,NA,NA,NA,NA,13,0,0,4,18,1,0,0
Paes L.,IND,1973-06-17,R,4,30.76923076923077,245.76923076923077,55005.02564102564,0,0,1,50,3,30,0,NA,7,4,2,NA,NA,NA,NA,NA,1,0,0,2,1,0,0,0
Ram A.,ISR,1980-04-10,R,1,10,395.4,8696.933333333332,0,NA,0,0,1,12.5,0,0,6,2,2,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
Sanguinetti D.,ITA,1972-08-25,R,113,41.39194139194139,75.3992673992674,640.7186759319112,19,31.666666666666664,16,40,69,46.62162162162162,9,36,163,39,27,44,NA,NA,NA,NA,12,0,0,12,76,13,0,0
Kilderry P.,AUS,1973-04-11,R,0,0,300.6666666666667,1570.3333333333333,0,NA,0,0,0,0,0,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabara M.,CZE,1979-08-11,R,31,40.78947368421053,90.59210526315789,1108.3780701754386,13,41.935483870967744,0,0,17,43.58974358974359,1,25,50,17,6,3,NA,NA,NA,NA,2,0,0,5,24,0,0,0
Ishii Y.,JPN,1977-04-29,R,0,0,254.25,117.58333333333333,0,NA,0,NA,0,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vinciguerra A.,SWE,1981-02-19,L,72,47.368421052631575,104.32894736842105,19770.566573719065,24,43.63636363636363,2,28.57142857142857,41,50,5,62.5,74,25,16,27,10,NA,NA,NA,8,4,0,11,37,12,0,0
Agenor R.,USA,1964-11-13,R,6,24,106.48,573.8433333333334,3,25,0,0,3,27.27272727272727,0,NA,16,4,4,1,NA,NA,NA,NA,1,0,0,1,4,0,0,0
Jonsson F.,SWE,1977-03-28,R,5,22.727272727272727,147.27272727272728,1665.3506493506493,1,14.285714285714285,0,0,4,30.76923076923077,0,NA,14,4,4,NA,NA,NA,NA,NA,0,0,0,1,4,0,0,0
Vanek J.,CZE,1978-04-24,R,64,35.55555555555556,110.02777777777777,930.5411235257604,45,41.66666666666667,1,12.5,18,31.57894736842105,0,0,121,29,27,2,1,NA,NA,NA,9,0,0,5,49,1,0,0
Manta L.,SUI,1974-09-16,R,4,25,137.6875,1557.9625,0,0,0,0,4,40,0,NA,11,1,4,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0
Golmard J.,FRA,1973-09-09,L,73,56.58914728682171,72.85271317829458,3686.126574612403,18,50,4,36.36363636363637,49,63.63636363636363,2,40,64,17,24,24,NA,NA,NA,NA,15,0,0,8,38,12,0,0
Pioline C.,FRA,1969-06-15,R,55,49.107142857142854,41.214285714285715,1499.7194337194337,23,57.49999999999999,5,38.46153846153847,27,50.943396226415096,0,0,41,19,24,28,NA,NA,NA,NA,15,0,0,9,16,15,0,0
Damm M.,USA,2003-09-30,L,17,39.53488372093023,130.97674418604652,7530.832779623477,3,37.5,6,50,8,34.78260869565217,0,NA,24,10,3,4,NA,NA,2,NA,1,0,0,2,12,1,1,0
Bastl G.,SUI,1975-04-01,R,37,33.33333333333333,134.34234234234233,5147.754463554464,2,16.666666666666664,2,14.285714285714285,29,39.726027397260275,4,33.33333333333333,77,13,10,9,2,NA,NA,NA,3,1,0,3,25,5,0,0
Al-Alawi S.K.,NA,NA,NA,0,0,478,458882,0,NA,0,NA,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caratti C.,ITA,1970-05-24,R,2,15.384615384615385,212.15384615384616,3815.3076923076924,0,NA,1,20,1,14.285714285714285,0,0,10,2,1,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0
Arazi H.,MAR,1973-10-19,L,106,50.96153846153846,46.84615384615385,595.5414344109996,26,42.62295081967213,13,56.52173913043478,52,52.52525252525253,15,60,77,44,23,64,NA,NA,NA,NA,10,0,0,27,37,32,0,0
El Aynaoui Y.,MAR,1971-09-12,R,150,57.91505791505791,59.74903474903475,12749.126694801113,73,64.60176991150442,9,56.25,61,53.04347826086957,7,46.666666666666664,126,44,38,51,NA,NA,NA,NA,23,0,0,28,79,20,0,0
Luxa P.,CZE,1972-03-03,R,0,0,283.57142857142856,8538.285714285714,0,NA,0,0,0,0,0,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiefer N.,GER,1977-07-05,R,219,58.4,58.488,11042.80132620321,35,50,29,60.416666666666664,138,60.526315789473685,17,58.620689655172406,134,70,37,111,14,NA,9,NA,21,9,0,41,89,57,2,0
Puerta M.,ARG,1978-09-19,L,84,54.90196078431373,62.80392156862745,2817.5534055727553,73,61.34453781512605,0,0,10,34.48275862068966,1,33.33333333333333,84,23,16,27,NA,NA,NA,3,10,0,0,12,49,13,0,0
Santoro F.,FRA,1972-12-09,R,212,50.717703349282296,45.303827751196174,212.01058483356854,25,37.878787878787875,39,62.903225806451616,126,51.63934426229508,22,47.82608695652174,149,77,47,118,19,5,3,NA,25,7,3,37,81,58,1,0
Diaz J.,ESP,1976-07-11,R,10,25,110.05,5933.946153846154,7,33.33333333333333,0,0,3,16.666666666666664,0,NA,18,10,6,6,NA,NA,NA,NA,2,0,0,2,2,4,0,0
Schuettler R.,GER,1976-04-25,R,261,49.43181818181818,49.54356060606061,1148.7609072221264,48,39.66942148760331,40,56.33802816901409,158,51.633986928104584,15,50,200,83,85,85,45,10,16,4,46,19,1,41,109,37,6,2
Siemerink J.,NED,1970-04-14,L,18,35.294117647058826,103.19607843137256,766.3607843137255,8,42.10526315789473,3,30,7,31.818181818181817,0,NA,34,9,6,2,NA,NA,NA,NA,1,0,0,2,14,1,0,0
Tillstrom M.,SWE,1972-03-05,R,15,50,71.43333333333334,58.11609195402299,4,50,0,0,11,55.00000000000001,0,NA,19,5,5,1,NA,NA,NA,NA,2,0,0,1,12,0,0,0
Vicente F.,ESP,1977-03-08,R,96,39.50617283950617,65.80658436213992,1191.594667210829,59,42.7536231884058,4,26.666666666666668,32,39.02439024390244,1,12.5,125,42,35,40,1,NA,NA,NA,12,0,0,18,53,13,0,0
Gaudio G.,ARG,1978-12-09,R,236,58.2716049382716,39.51111111111111,8325.458415841584,177,66.29213483146067,2,28.57142857142857,49,44.14414414414414,8,40,135,60,81,116,4,2,NA,7,58,0,1,32,83,60,0,2
Marin J.A.,CRC,1975-03-02,R,24,31.16883116883117,125.32467532467533,3316.695830485304,24,35.294117647058826,0,0,0,0,0,NA,56,7,13,1,NA,NA,NA,NA,3,0,0,0,21,0,0,0
Squillari F.,ARG,1975-08-22,L,93,49.46808510638298,59.38297872340426,1685.0183183524862,72,56.25,0,0,20,40,1,16.666666666666664,92,26,28,42,NA,NA,NA,NA,15,0,0,13,46,19,0,0
Cherkasov A.,RUS,1970-07-04,R,1,25,209.5,17,0,NA,0,NA,1,33.33333333333333,0,0,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
Schalken S.,NED,1976-09-08,R,165,56.896551724137936,30.906896551724138,393.0535854909915,29,52.72727272727272,34,70.83333333333334,91,54.81927710843374,11,52.38095238095239,125,56,40,69,NA,NA,NA,NA,24,0,0,38,73,30,0,0
Mirnyi M.,BLR,1977-07-06,R,189,48.46153846153846,47.58974358974359,703.3582492914112,32,39.02439024390244,26,53.06122448979592,110,51.4018691588785,21,46.666666666666664,146,59,64,121,NA,NA,NA,NA,35,0,0,27,70,57,0,0
Chang M.,USA,1972-02-22,R,65,47.10144927536232,59.007246376811594,1918.795567544695,11,44,9,52.94117647058824,43,46.73913043478261,2,50,57,22,21,38,NA,NA,NA,NA,11,0,0,8,30,16,0,0
Federer R.,SUI,1981-08-08,R,1157,82.52496433666191,5.521398002853067,99.40603715911092,210,76.92307692307693,182,87.5,719,83.4106728538283,46,77.96610169491525,167,420,74,225,67,120,253,76,62,55,109,362,138,172,200,59
Gambill J.M.,USA,1977-06-03,R,135,52.32558139534884,56.395348837209305,3887.3528187494344,7,23.333333333333332,18,54.54545454545454,107,57.21925133689839,3,37.5,128,38,34,58,NA,NA,NA,NA,18,0,0,17,70,30,0,0
Sargsian S.,ARM,1973-06-03,R,88,41.509433962264154,75.48584905660377,1415.3979030671555,24,39.34426229508197,10,35.714285714285715,44,41.904761904761905,10,55.55555555555556,108,43,33,28,NA,NA,NA,NA,14,0,0,21,45,8,0,0
Gustafsson M.,SWE,1967-01-03,R,35,53.03030303030303,68.6969696969697,96.58368298368299,18,58.06451612903226,6,50,8,47.05882352941176,3,50,51,8,2,5,NA,NA,NA,NA,1,0,0,2,30,2,0,0
Tarango J.,USA,1968-11-20,L,11,25.581395348837212,87.79069767441861,3615.074197120709,8,47.05882352941176,1,25,2,9.523809523809524,0,0,26,6,5,6,NA,NA,NA,NA,1,0,0,1,9,0,0,0
Johansson T.,SWE,1975-03-24,R,196,53.994490358126725,52.32506887052342,4356.137132246625,20,37.03703703703704,33,62.264150943396224,122,54.95495495495496,21,61.76470588235294,145,73,48,96,NA,NA,NA,1,25,0,0,44,83,44,0,0
Berasategui A.,ESP,1973-06-28,R,4,21.052631578947366,81.42105263157895,1018.5906432748538,3,25,0,0,1,16.666666666666664,0,NA,10,3,4,2,NA,NA,NA,NA,2,0,0,0,2,0,0,0
Bjorkman J.,SWE,1972-03-23,R,171,48.717948717948715,59.883190883190885,661.914888074888,12,27.906976744186046,49,65.33333333333333,95,46.34146341463415,15,53.57142857142857,167,72,36,76,NA,NA,NA,NA,16,0,0,39,90,26,0,0
Rosset M.,SUI,1970-11-07,R,60,45.45454545454545,74.98484848484848,1340.3661808928985,13,36.11111111111111,8,47.05882352941176,26,48.148148148148145,13,52,81,21,13,17,NA,NA,NA,NA,8,0,0,8,39,5,0,0
Ivanisevic G.,CRO,1971-09-13,L,46,44.66019417475729,136.63106796116506,32139.901770416905,0,0,12,63.1578947368421,32,47.05882352941176,2,33.33333333333333,41,20,16,23,NA,NA,NA,3,7,0,0,13,15,10,0,1
Sell M.,USA,1972-08-23,R,1,50,167,0,0,NA,0,NA,1,50,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
Woodruff C.,USA,1973-01-02,R,29,42.028985507246375,70.33333333333333,552.6666666666666,2,20,2,33.33333333333333,24,47.05882352941176,1,50,27,17,10,15,NA,NA,NA,NA,5,0,0,9,12,3,0,0
Ferrero J.C.,ESP,1980-02-12,R,422,64.32926829268293,24.817073170731707,658.5619065350959,213,72.20338983050848,28,63.63636363636363,166,57.24137931034483,15,55.55555555555556,153,135,77,168,56,28,27,12,51,41,15,93,97,108,12,5
Novak J.,CZE,1975-03-22,R,206,58.52272727272727,32.39204545454545,959.0139536389537,75,60.97560975609756,14,51.85185185185185,101,59.06432748538012,16,51.61290322580645,125,62,57,105,NA,NA,NA,3,35,0,0,38,78,54,0,1
Kuerten G.,BRA,1976-09-10,R,201,67.9054054054054,52.21621621621622,32855.69546495648,101,72.66187050359713,2,50,86,64.66165413533834,12,60,96,55,31,106,NA,NA,NA,8,26,0,0,37,68,66,0,4
Hrbaty D.,SVK,1978-01-04,R,224,50.678733031674206,40.60180995475113,2519.174418485343,56,46.666666666666664,6,30,138,53.69649805447471,24,53.333333333333336,185,76,58,117,6,NA,NA,NA,26,1,0,40,104,53,0,0
Costa A.,ESP,1975-06-25,R,138,52.27272727272727,33.96212121212121,1056.7514114529324,87,59.183673469387756,0,0,45,44.554455445544555,6,40,68,47,50,96,NA,NA,NA,3,25,0,0,30,29,53,0,1
Koubek S.,AUT,1977-01-02,L,155,44.15954415954416,77.32478632478633,1883.8427838827838,49,41.88034188034188,7,28.000000000000004,87,46.27659574468085,12,57.14285714285714,153,58,70,53,13,2,2,NA,32,4,1,26,74,18,0,0
Lapentti N.,ECU,1976-08-13,R,176,49.43820224719101,53.491573033707866,1506.397111884792,90,51.42857142857142,8,47.05882352941176,68,48.92086330935252,10,40,118,57,74,88,6,5,8,NA,42,0,1,28,58,42,5,0
Safin M.,RUS,1980-01-27,R,331,63.04761904761905,24.97142857142857,732.1919302071974,84,61.76470588235294,24,60,179,62.36933797909408,44,70.96774193548387,159,111,55,157,12,5,15,11,35,6,2,79,106,93,6,4
Martin T.,USA,1970-07-08,R,75,54.74452554744526,55.51094890510949,658.3693645341348,11,39.285714285714285,14,63.63636363636363,50,57.47126436781609,0,NA,35,47,12,43,NA,NA,NA,NA,5,0,0,28,19,23,0,0
Vacek D.,CZE,1971-04-01,R,6,20.689655172413794,277.7241379310345,118345.63546798029,0,0,0,0,6,26.08695652173913,0,NA,15,5,4,5,NA,NA,NA,NA,1,0,0,1,4,0,0,0
Spadea V.,USA,1974-07-19,R,161,45.48022598870056,61.50847457627118,1295.1571517741393,24,40,22,47.82608695652174,106,46.69603524229075,9,42.857142857142854,176,52,44,73,8,NA,1,NA,18,1,0,20,91,31,0,0
Corretja A.,ESP,1974-04-11,R,134,57.5107296137339,34.197424892703864,1457.900510581619,72,63.1578947368421,0,0,59,55.660377358490564,3,27.27272727272727,79,40,39,72,NA,NA,NA,3,23,0,0,25,45,40,0,1
Ilie A.,AUS,1976-04-18,R,40,39.603960396039604,69.31683168316832,3683.858613861386,22,57.89473684210527,0,0,17,30.909090909090907,1,33.33333333333333,54,17,15,15,NA,NA,NA,NA,5,0,0,7,23,5,0,0
Voinea A.,ROU,1974-08-06,R,44,40,88.32727272727273,537.0295246038365,18,38.297872340425535,4,44.44444444444444,21,42,1,25,59,20,20,11,NA,NA,NA,NA,6,0,0,10,23,5,0,0
Ljubicic I.,CRO,1979-03-19,R,382,60.062893081761004,32.91509433962264,560.6636458178576,88,56.774193548387096,24,48.97959183673469,225,61.98347107438017,45,65.21739130434783,204,92,65,148,51,26,44,6,47,30,14,46,132,84,27,2
Alami K.,MAR,1973-05-24,R,26,35.13513513513514,64.20270270270271,4386.026841910403,14,40,2,40,10,31.25,0,0,38,11,11,14,NA,NA,NA,NA,4,0,0,4,13,5,0,0
Alonso J.,ESP,1977-08-02,R,4,33.33333333333333,122.16666666666667,102.6969696969697,4,44.44444444444444,0,NA,0,0,0,NA,9,1,2,NA,NA,NA,NA,NA,0,0,0,0,4,0,0,0
Black W.,ZIM,1973-11-14,R,13,35.13513513513514,187.56756756756758,12851.696696696697,0,NA,1,20,11,36.666666666666664,1,50,11,8,11,7,NA,NA,NA,NA,5,0,0,3,3,2,0,0
Boutter J.,FRA,1974-04-05,R,57,42.22222222222222,86.16296296296296,6197.391155334439,28,51.85185185185185,1,11.11111111111111,19,35.84905660377358,9,47.368421052631575,63,21,19,32,NA,NA,NA,NA,6,0,0,4,31,16,0,0
Dupuis A.,FRA,1973-02-24,R,72,38.297872340425535,94.55851063829788,1947.6382694276938,19,33.92857142857143,18,47.368421052631575,29,35.80246913580247,6,46.15384615384615,124,27,20,17,NA,NA,NA,NA,5,0,0,7,55,5,0,0
Parmar A.,GBR,1978-03-22,R,12,33.33333333333333,178.75,819.5071428571429,0,NA,9,37.5,3,27.27272727272727,0,0,22,8,4,2,NA,NA,NA,NA,2,0,0,2,8,0,0,0
Ferreira W.,RSA,1971-09-15,R,115,56.372549019607845,38.294117647058826,311.9918864097363,18,50,18,66.66666666666666,76,58.46153846153847,3,27.27272727272727,71,49,13,71,NA,NA,NA,NA,6,0,0,32,39,38,0,0
Motomura G.,JPN,1973-12-25,R,4,21.052631578947366,247.68421052631578,3309.33918128655,0,NA,1,33.33333333333333,3,18.75,0,NA,8,2,9,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0
Haas T.,GER,1978-04-03,R,417,64.75155279503106,71.24534161490683,25309.183881842684,91,61.904761904761905,42,65.625,266,65.84158415841584,18,62.06896551724138,135,126,73,126,92,34,58,NA,53,57,18,84,95,76,34,0
Karbacher B.,GER,1968-04-03,R,0,0,290.5,45904.5,0,0,0,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kafelnikov Y.,RUS,1974-02-18,R,183,64.43661971830986,9.038732394366198,68.44019061364655,28,51.85185185185185,16,69.56521739130434,111,65.29411764705883,28,75.67567567567568,104,53,43,77,NA,NA,NA,7,23,0,0,37,74,45,0,4
Canas G.,ARG,1977-11-25,R,211,60.11396011396012,51.91168091168091,2788.3150345950344,98,61.63522012578616,22,62.857142857142854,84,60,7,41.17647058823529,131,61,62,83,10,1,3,NA,42,3,0,36,85,45,0,0
Medvedev A.,UKR,1974-08-31,R,29,49.152542372881356,49.779661016949156,1039.0368205727646,21,60,1,25,6,33.33333333333333,1,50,24,10,10,15,NA,NA,NA,NA,5,0,0,4,14,6,0,0
Llodra M.,FRA,1980-05-18,L,176,47.56756756756757,76.53243243243243,1724.2225225225225,20,35.08771929824561,41,65.07936507936508,105,47.08520179372198,10,37.03703703703704,106,79,15,38,61,18,53,NA,6,41,4,34,56,10,25,0
Black B.,ZIM,1969-10-06,R,35,47.2972972972973,68.72972972972973,1711.9259533506108,1,16.666666666666664,13,68.42105263157895,21,43.75,0,0,31,15,15,13,NA,NA,NA,NA,9,0,0,7,14,5,0,0
Mamiit C.,PHI,1976-06-27,R,29,31.521739130434785,129.16304347826087,2575.8962016244627,2,22.22222222222222,3,25,24,33.80281690140845,0,NA,53,13,19,7,NA,NA,NA,NA,8,0,0,3,17,1,0,0
Philippoussis M.,AUS,1976-11-07,R,126,58.333333333333336,69.65277777777777,4210.292829457364,10,38.46153846153847,32,71.11111111111111,78,58.2089552238806,6,54.54545454545454,83,54,19,60,NA,NA,NA,NA,10,0,0,35,52,29,0,0
O'Brien A.,NA,NA,NA,3,27.27272727272727,217.36363636363637,1772.6545454545455,0,NA,1,50,2,25,0,0,3,4,3,1,NA,NA,NA,NA,1,0,0,1,1,0,0,0
Sampras P.,USA,1971-08-12,R,98,71.53284671532847,7.3868613138686134,25.19482610562473,6,40,19,79.16666666666666,73,74.48979591836735,0,NA,32,52,1,48,NA,NA,NA,4,0,0,0,42,22,32,0,2
Blanco G.,ESP,1976-10-08,R,53,39.25925925925926,99.57777777777778,2333.9771144278607,49,45.794392523364486,0,0,4,19.047619047619047,0,0,78,22,30,5,NA,NA,NA,NA,11,0,0,8,33,1,0,0
Sluiter R.,NED,1978-04-13,R,75,40.54054054054054,107.57297297297298,13449.746004700353,25,40.32258064516129,19,47.5,28,37.333333333333336,3,37.5,114,33,20,14,4,NA,NA,NA,8,3,0,11,49,4,0,0
Sirianni J.,AUS,1975-01-17,R,5,27.77777777777778,215.16666666666666,9991.441176470587,0,NA,1,20,4,30.76923076923077,0,NA,9,4,3,NA,2,NA,NA,NA,1,0,0,1,3,0,0,0
Srichaphan P.,THA,1979-06-14,R,198,54.09836065573771,42.60382513661202,1054.2782319035855,9,22.5,21,53.84615384615385,156,57.99256505576208,12,66.66666666666666,182,50,58,76,NA,NA,NA,NA,29,0,0,22,112,35,0,0
Tieleman L.,ITA,1972-11-14,R,10,35.714285714285715,107.07142857142857,230.51322751322752,1,16.666666666666664,1,20,8,47.05882352941176,0,NA,16,3,8,1,NA,NA,NA,NA,4,0,0,1,5,0,0,0
Lareau S.,CAN,1973-04-27,R,9,34.61538461538461,127.73076923076923,174.04461538461538,0,0,2,40,7,36.84210526315789,0,NA,9,4,9,4,NA,NA,NA,NA,5,0,0,1,1,2,0,0
Ullyett K.,ZIM,1972-05-23,R,2,28.57142857142857,168.85714285714286,306.8095238095238,0,NA,0,NA,2,28.57142857142857,0,NA,4,2,1,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0
Stanoytchev O.,BUL,1971-09-24,R,7,25,110.89285714285714,215.80291005291005,5,27.77777777777778,0,0,2,22.22222222222222,0,NA,17,4,6,1,NA,NA,NA,NA,2,0,0,1,4,0,0,0
Woodbridge T.,AUS,1971-04-02,R,8,40,190.25,515.1447368421053,1,50,4,57.14285714285714,3,27.27272727272727,0,NA,11,7,2,NA,NA,NA,NA,NA,1,0,0,3,4,0,0,0
